"id","created_at","source","original_text","lang","favorite_count","retweet_count","original_author","hashtags","user_mentions"
"1245796004638703617","Thu Apr 02 19:31:27 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @OnceNoticiasTV: ✅ ⭕ Esta noche en #OnceNoticias, conoce la información más reciente sobre el #Coronavirus #Covid19 durante la conferenc…","es","0","5","CanalOnceTV","OnceNoticias, Coronavirus, Covid19","OnceNoticiasTV"
"1245795996363358213","Thu Apr 02 19:31:25 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ElpremaArturo: El presidente del banco Santander falleció a consecuencia del covid-19. Su hija expresó "" somos adinerados, pero mi papá…","es","0","11","RRjuridica","","ElpremaArturo"
"1245795988050231297","Thu Apr 02 19:31:23 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ConElMazoDando: ¡A corto plazo! Presidente Maduro: ""En abril  se habrá superado etapa de contención del Covid-19"" https://t.co/NnPBkRrY…","es","0","1","joelsalazar98","","ConElMazoDando"
"1245795979401531393","Thu Apr 02 19:31:21 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PedroMCasals: De AYER para HOY en portal de licitaciones del gobierno de República Dominicana🇩🇴, verifico que figura oferta de compra p…","es","0","0","angelbautistav","","PedroMCasals"
"1245795971356856320","Thu Apr 02 19:31:19 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Y hay gente que piensa que este mequetrefe está liderando la respuesta al COVID-19. Qué asco me da él y qué pena qu… https://t.co/XZt54u8RpO","es","0","17","ende__neu","",""
"1245795962704015366","Thu Apr 02 19:31:17 +0000 2020","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Presidente de Panamá invoca la unidad mundial y la ciencia contra la COVID-19 https://t.co/j6dupaKcx3","es","1","0","EFE_ACENTRAL","",""
"1245795953216552962","Thu Apr 02 19:31:15 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AntonGomezReino: Hora de frear a máquina de odio e mentiras, de bulos e fakenews  contra a democracia.

“Unidas Podemos denuncia ante l…","es","0","2","manuelfherrador","","AntonGomezReino"
"1245811162031239170","Thu Apr 02 20:31:41 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ChalecosAmarill: 📽☣ #Coronavirus #España 🇪🇸 Spanish Revolution ✊🏼

👉Margarita Salas nunca recibió el Príncipe de Asturias

🛑Los que de…","es","0","18","01Ecuador","Coronavirus, España","ChalecosAmarill"
"1245811154410188806","Thu Apr 02 20:31:39 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @liebisindahouse: 🚨🚨🚨🚨⚠️

¿Cuál presidente ha actuado con mayor ineptitud, irresponsabilidad, imprudencia,  ante el #COVID19 ?

¿Otro?…","es","0","938","vrichante01","COVID19","liebisindahouse"
"1245811146210369539","Thu Apr 02 20:31:37 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AndresCanoESP: Y mientras tanto en #ecuador sufren las consecuencias de haber sufrido un sistema sanitario implantado por los narcos co…","es","0","482","motica8","ecuador","AndresCanoESP"
"1245811137905676289","Thu Apr 02 20:31:35 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @josetorohardy: SIP: Venezuela, Nicaragua y Cuba impiden a periodistas cubrir el COVID-19

Read more here: https://t.co/VCIEdQyMNH","es","0","3","CarlosDTrujillo","","josetorohardy"
"1245811129529614343","Thu Apr 02 20:31:33 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ConElMazoDando: ¿Qué hace Lenín Moreno? Así el Covid-19 y el neoliberalismo están acabando con Guayaquil https://t.co/QiO0iMRsIP  #Abri…","es","0","1704","luismarin232","","ConElMazoDando"
"1245811120373366784","Thu Apr 02 20:31:31 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Ernesto1931: Tras la cantaleta que repetían países como Colombia y otros, de ""no queremos parecernos a Venezuela"", las dificultades que…","es","0","1","lourdes_cris","","Ernesto1931"
"1245811112576200706","Thu Apr 02 20:31:29 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Luisjasalazar1: ¡Buenas noticias!

. @SSaludChiapas informa que NO se presentaron casos nuevos de #Coronavirus todas las pruebas de aye…","es","0","66","robertZenteno","Coronavirus","Luisjasalazar1, SSaludChiapas"
"1245811104388919301","Thu Apr 02 20:31:27 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GBFernandezA: #EnAudio CJ @NicolasMaduro: Fuimos el 1er país del mundo en tomar la medida de cuarentena y si no la hubiéramos tomado, p…","es","0","19","21Gaes","EnAudio","GBFernandezA, NicolasMaduro"
"1245811095899648012","Thu Apr 02 20:31:25 +0000 2020","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @Armada_esp: Tras todo el día ayudando a los profesionales del hospital de #LaLíneaDeLaConcepción en tareas de limpieza, hoy ellos han q…","es","0","91","fildanfy1","LaLíneaDeLaConcepción","Armada_esp"
"1245811087532085248","Thu Apr 02 20:31:23 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @elmundoes: #ÚltimaHora sobre el coronavirus ⭕ Los casos de Covid-19 en el mundo superan el millón, con Italia y España a la cabeza en m…","es","0","0","azul_oreiro","ÚltimaHora","elmundoes"
"1245811079109902336","Thu Apr 02 20:31:21 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @vanesavallejo3: El presidente de Filipinas, Rodrigo Duterte, ha ordenado a las fuerzas de la ley ""disparar a matar"" a aquellas personas…","es","0","22","VforVenezuela_","","vanesavallejo3"
"1245811070599561219","Thu Apr 02 20:31:19 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Bessy_Rios: Informa @NYGovCuomo que todos los municipios del Estado de NY tienen presencia de #COVID19
Y este dia amanecen con 8650 nue…","es","0","0","CatalinaGiron95","COVID19","Bessy_Rios, NYGovCuomo"
"1245811061946757126","Thu Apr 02 20:31:17 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @lucas___marco: Éste es el doctor Drake Ramoray, licenciado en epidemiologia, actualmente, se encuentra trabajando en una cura contra el…","es","0","2","jennstyle_","","lucas___marco"
"1245811053709144069","Thu Apr 02 20:31:15 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Yolanda_Diaz_: Hoy hemos conocido los datos de desempleo de marzo. Son cifras excepcionalmente altas en el cómputo mensual, debido a la…","es","0","10","abocca73","","Yolanda_Diaz_"
"1245811045383450633","Thu Apr 02 20:31:13 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rennoaltocampoo: Batet propone donar a la lucha contra la covid-19 el ahorro por el descenso de la actividad del Congreso https://t.co/…","es","0","56","car_mcarmen","","rennoaltocampoo"
"1245811037271740417","Thu Apr 02 20:31:11 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GNB_TRUJILLOGDP: #EnAudio 🎙️ | @NicolasMaduro: Fuimos el primer país del mundo en tomar la medida de cuarentena y si no la hubiéramos t…","es","0","321","21Gaes","EnAudio","GNB_TRUJILLOGDP, NicolasMaduro"
"1245811028761415680","Thu Apr 02 20:31:09 +0000 2020","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","SALTILLO PRESENTE EN SUBCOMITÉ TÉCNICO COVID-19
El día de ayer se reunió el Subcomité Técnico COVID-19 del sureste… https://t.co/KFotFBgWsb","es","0","0","ATiempoTv","",""
"1245811019848585216","Thu Apr 02 20:31:07 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TPU19J: #2Abril Testimonio de un padre de familia en Bolivia, encarcelado en condiciones inhumanas por buscar alimento para sus familia…","es","0","0","01Ecuador","2Abril","TPU19J"
"1245811011954892800","Thu Apr 02 20:31:05 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19Ecuador
#COVID19 🦠
El #odio, el fanatismo ni las #FakeNews no le hace bien a nadie
#todoscontracovid… https://t.co/ablPNylfOJ","es","0","250","AngelAmoresEc","COVID19Ecuador, COVID19, odio, FakeNews, todoscontracovid",""
"1245811003578880001","Thu Apr 02 20:31:03 +0000 2020","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Los pacientes recuperados de covid-19 pueden ser la clave para salvar la vida de otros https://t.co/Pmq3TjwLcw","es","0","35","bbcmundo","",""
"1245810995328692224","Thu Apr 02 20:31:01 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CarlosB26041985: Indignante lo que ocurre en #Ecuador, los cuerpos de las víctimas de la COVID-19, son abandonados o incinerados en las…","es","0","6","ReydelJerez","Ecuador","CarlosB26041985"
"1245810986948452353","Thu Apr 02 20:30:59 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RNVinformativa: Venezuela donará dos máquinas para detectar Covid-19 a Colombia https://t.co/ZMLeqYIlfc  #YoSoyDeAqui https://t.co/rG12…","es","0","967","shangoncita4","YoSoyDeAqui","RNVinformativa"
"1245810978496884749","Thu Apr 02 20:30:57 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @alemache11: Se acaba de caer ig y no tengo donde mas dar a conocer estas historias de personas que la están pasando mal debido al covid…","es","0","0","juanpablom38","","alemache11"
"1245810969885863937","Thu Apr 02 20:30:55 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Investigadores de las Facultades de Comunicación @UMU @InfoUMA @Nebrija y @utpl trabajan en el análisis de la gesti… https://t.co/i4tQYiplUc","es","1","1","ObservacomU","","UMU, InfoUMA, Nebrija, utpl"
"1245810961757417476","Thu Apr 02 20:30:53 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ChinaEmbEsp: Preciosa ilustración de la diseñadora #china Coco Wang (Instagram: @cocowcomic). Abrazos de nuestros queridos pandas para…","es","0","237","abocca73","china","ChinaEmbEsp"
"1245810953003782146","Thu Apr 02 20:30:51 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Protesta personal de Centro Médico la Raza por carencias ante Covid 19 https://t.co/SOxVac6ypH ahí nomás se los dej… https://t.co/CWtdYBg8Jc","es","0","53","samirahernandez","",""
"1245810944686600193","Thu Apr 02 20:30:49 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ya se superó el millón de casos de #coronavirus a nivel mundial, según el conteo de la universidad Johns Hopkins. https://t.co/UFYdxU3JDb","es","0","31","AldoaguileraL","coronavirus",""
"1245810936557924368","Thu Apr 02 20:30:47 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @tctelevision: 🔴 #IMPORTANTE: ""Creemos que serán entre 1500 y 2500 fallecidas por Covid-19 en estos meses, solo en la provincia del Guay…","es","0","2","Lauri_Sanchez06","IMPORTANTE","tctelevision"
"1245810927808794624","Thu Apr 02 20:30:45 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EcuavisaInforma: 🔴 ATENCIÓN | #COVID19 | En cadena nacional, el presidente #Moreno reconoció que la realidad supera el número de prueba…","es","0","40","Lauri_Sanchez06","COVID19, Moreno","EcuavisaInforma"
"1245810919726362625","Thu Apr 02 20:30:43 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @geroabai: 👉🏻 Geroa Bai reitera su compromiso con el #empleo de calidad y trabaja en medidas económicas para frenar los efectos de la cr…","es","0","0","Martintxonea","empleo","geroabai"
"1245803426577031168","Thu Apr 02 20:00:57 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @sanchezcastejon: Estos días de aislamiento resultan especialmente duros para las personas con #TEA. Quiero enviarles todo el apoyo y ag…","es","0","84","ana_abelleira","TEA","sanchezcastejon"
"1245803420348321792","Thu Apr 02 20:00:55 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Reforma: Pese al llamado de autoridades sanitarias para mantener sana distancia por #Covid_19, así lució la estación Pantitlán del @Met…","es","0","57","TotoStone7","Covid_19","Reforma"
"1245803411808882689","Thu Apr 02 20:00:53 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @seg2020rd: Te aportamos una vía de comunicación fácil, directa y eficiente. A través de #CoronaBot recibirás toda la información que ne…","es","0","11","Jessytbeauty","CoronaBot","seg2020rd"
"1245803403630071809","Thu Apr 02 20:00:51 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ColBolivariana si sacrificamos a petro no solo se acaba el covid-19 para este resto de siglo si no que no se prese… https://t.co/PBaYFIsnm5","es","0","2","arango102","","ColBolivariana"
"1245803395061100544","Thu Apr 02 20:00:49 +0000 2020","<a href=""https://www.later.com"" rel=""nofollow"">LaterMedia</a>","No te estreses con tanta información del COVID-19, sigue las recomendaciones y cógela suave: Llamado a la serenidad… https://t.co/sw0mkYfU5j","es","0","0","asawaa_","",""
"1245803386664112129","Thu Apr 02 20:00:47 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @chematierra: AHORA:
#coronavirus #COVIDー19
El mundo acaba de superar el millón de infectados y más de 50,000 fallecidos, la mejor vacu…","es","0","5","6ar0","coronavirus, COVIDー19","chematierra"
"1245803378434887681","Thu Apr 02 20:00:45 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @pvallin: Unidas Podemos propone reforma del reglamento del Congreso para periodos excepcionales de actividad telemática. Huele a que lo…","es","0","505","pintax99","","pvallin"
"1245803369891082240","Thu Apr 02 20:00:43 +0000 2020","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Sube a 1940 la cifra de muertos solo en Nueva York, EE. UU. por COVID-19 | Hoy Mismo
-
#Destacado #ColorVision https://t.co/706hRJ5IVc","es","0","0","ColorVisionC9","Destacado, ColorVision",""
"1245803361611456519","Thu Apr 02 20:00:41 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@FundacionCBG @CDRaCa @PeligrosFS Nos nominaron nuestros amigos de @FundacionCBG
 y presentamos nuestro 7 titular f… https://t.co/F18zVA5isI","es","0","11","BmMaracena","","FundacionCBG, CDRaCa, PeligrosFS, FundacionCBG"
"1245803353302609928","Thu Apr 02 20:00:39 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SilviaSanz_: Sánchez al Gob. del PP (2014) por una infectada y un perro sacrificado: ""Desvergüenza, desamparo, desgobierno, desinformac…","es","0","171","iepedro20m19001","","SilviaSanz_"
"1245803344855207936","Thu Apr 02 20:00:37 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#Covid_19 ☣️ #Restricción #Vehicular
#LagoPuelo RN40 P42°
Subsec de Seg Vial | #APSV
Policía del #Chubut
Defensa… https://t.co/M3Zva4DjKP","es","0","7","APSVChubut","Covid_19, Restricción, Vehicular, LagoPuelo, APSV, Chubut",""
"1245803335942393857","Thu Apr 02 20:00:35 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @planwac: Expresidente de #Colombia Juan Manuel Santos dice que un alto oficial militar murió de #Coronavirus.

Gobierno actual (subpres…","es","0","0","lourdes_cris","Colombia, Coronavirus","planwac"
"1245803327901835265","Thu Apr 02 20:00:33 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RonaldKiller3: Oigan  #Bienvenidos13
Que este no es su entrevistado de ayer el
"" moribundo ""
del covid-19 ?
Una mierda el weon y uds…","es","0","71","daalfiri","Bienvenidos13","RonaldKiller3"
"1245803319748165632","Thu Apr 02 20:00:31 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @oriolmitja: .@openarms_fund se une a nuestro equipo para llegar a las residencias de ancianos.
La OMS ha pedido que los ensayos clínic…","es","0","3","ItaCarbonell","","oriolmitja, openarms_fund"
"1245803311296585734","Thu Apr 02 20:00:29 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FisicoImpuro: Pudieron ocultar 10.000 falsos positivos donde la logística era INCREÍBLE: camiones para transportar a las víctimas, camu…","es","0","115","Rodrigoecamargo","","FisicoImpuro"
"1245803302727503875","Thu Apr 02 20:00:27 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SoldeTlaxcala: [Video] La importancia del jabón para evitar la transmisión del coronavirus

Más Información aquí ➡ https://t.co/e1YLoeY…","es","0","14","alexlimboleon","","SoldeTlaxcala"
"1245803294481678336","Thu Apr 02 20:00:25 +0000 2020","<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix 2</a>","¿Pero no dice un estudio que sólo en España hay 7 millones? 🤔 #CoronavirusEspaña #Coronavirus #Covid_19 https://t.co/nvj2BY0u5L","es","0","674","Daevisd","CoronavirusEspaña, Coronavirus, Covid_19",""
"1245803285749157888","Thu Apr 02 20:00:23 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @lucas___marco: Éste es el doctor Drake Ramoray, licenciado en epidemiologia, actualmente, se encuentra trabajando en una cura contra el…","es","0","7","CharoNarvaiz","","lucas___marco"
"1245803277763084288","Thu Apr 02 20:00:21 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @gorka_orive: Una cabina para hacer test rápidos frente al #COVID19 en Corea del Sur. Un diseño que permite a los sanitarios tomar muest…","es","0","1","RamosC07","COVID19","gorka_orive"
"1245803268741054466","Thu Apr 02 20:00:19 +0000 2020","<a href=""http://www.socialbakers.com/"" rel=""nofollow"">Socialbakers</a>","La lucha contra el #coronavirus nos ha traído a este momento donde más que nunca requerimos la participación de tod… https://t.co/F6N4C09Gub","es","0","6","GobiernoJalisco","coronavirus",""
"1245803261057171457","Thu Apr 02 20:00:17 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @SitaPao_: En Temuco alguien venderá una mascarilla n95, trabajo en el hospital de temuco , no tengo y me.ooeraron de cáncer hace 21 día…","es","0","5","iduboy","","SitaPao_"
"1245803252454699009","Thu Apr 02 20:00:15 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jaarreaza: No es de extrañar esta reacción del gobierno alemán. Hace años que entregó su política exterior a Washington. En vez de enfo…","es","0","19","VillamizarEder","","jaarreaza"
"1245803244141580288","Thu Apr 02 20:00:13 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EnMediatica: #Análisismediático ll El gobierno de #Ecuador y algunos asambleístas acusan a los medios de comunicación internacionales d…","es","0","1037","ecudvenegas","Análisismediático, Ecuador","EnMediatica"
"1245803235853533184","Thu Apr 02 20:00:11 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ElSudcalif: #Covid19mx #CaboSanLucas #Turismo | Más de 160 hoteles cerrarán sus puertas en #LosCabos &gt; https://t.co/eNvrgpBDRt https://…","es","0","57","ElSoldeSnJuan","Covid19mx, CaboSanLucas, Turismo, LosCabos","ElSudcalif"
"1245803227217629184","Thu Apr 02 20:00:09 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @FinisimaPersona: Mi gente, POR FAVOR escuchen a las personas que están en el frente de batalla de esta lucha contra el COVID-19. Las de…","es","0","295","Javryu","","FinisimaPersona"
"1245803219017662464","Thu Apr 02 20:00:07 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @DeniseMaerker: Guayaquil, Ecuador, no sabe qué hacer con los muertos por el #covid19; los hospitales están colapsados

La gente tampo…","es","0","19","marinaroval","covid19","DeniseMaerker"
"1245796189544595463","Thu Apr 02 19:32:12 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Juan_Florez: Qué bofetada a Bogotá que en emergencia social por #coronavirus cuando necesitamos más recursos para ayudar a los ciudadan…","es","0","0","JonathanGA317","coronavirus","Juan_Florez"
"1245796184872095744","Thu Apr 02 19:32:10 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Milofas: Dos fallecidos por covid-19 vs 4 por negligencia médica.

Juzgue usted.","es","0","14","ZaFaDo72","","Milofas"
"1245796176496123907","Thu Apr 02 19:32:08 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Redi_andes: #01ABR20 || @Redi_andes, @VTVcanal8. Habitantes de la parroquia el Llano del municipio Libertador del estado Mérida, se ape…","es","0","88","GNBtachiraD215","01ABR20","Redi_andes, Redi_andes, VTVcanal8"
"1245796167876857859","Thu Apr 02 19:32:06 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @EstherGilJoe: Debido a la crisis del COVID-19 el teléfono de la esperanza ha puesto en marcha un servicio de asesoramiento e intervenci…","es","0","1152","CarmenCdC","","EstherGilJoe"
"1245796160050167808","Thu Apr 02 19:32:04 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CamiloPrietoVal: En las próximas 36 horas el 🌎 superará 1.000.000 de casos confirmados de #COVID19. Hoy el virus nos recuerda nuestra f…","es","0","9","garciaalba10","COVID19","CamiloPrietoVal"
"1245796151149752322","Thu Apr 02 19:32:02 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @JCarlos_Valerio: Africam Safari cerró sus puertas de manera temporal ante la contingencia por #Covid_19. Los animales son atendidos y a…","es","0","7","OlveraMarielle","Covid_19","JCarlos_Valerio"
"1245796142656491520","Thu Apr 02 19:32:00 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @pelaofunk: Gracias a los esfuerzos de @min_ciencia @ctorrear @acouvecorrea @ministeriosalud y sus SEREMI y todos los colaboradores que…","es","0","1","dancarrill","","pelaofunk, min_ciencia, ctorrear, acouvecorrea, ministeriosalud"
"1245796134662156291","Thu Apr 02 19:31:58 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SDAyR_GTO: Lugares, días y horarios de Expedición de Certificados Fitosanitarios Internacionales durante contingencia por COVID-19. htt…","es","0","103","MVZMariaJoseMtz","","SDAyR_GTO"
"1245796126047035393","Thu Apr 02 19:31:56 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BancoMundialLAC: 👉🏽 ¿Cómo apoya el @BancoMundial la respuesta de la región frente a la #Covid19 (#Coronavirus)?
👉🏽¿Cuáles países latin…","es","0","49","Angelica_Zulove","Covid19, Coronavirus","BancoMundialLAC, BancoMundial"
"1245796118023344128","Thu Apr 02 19:31:54 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jaarreaza: No es de extrañar esta reacción del gobierno alemán. Hace años que entregó su política exterior a Washington. En vez de enfo…","es","0","0","mayogabe","","jaarreaza"
"1245796109387214853","Thu Apr 02 19:31:52 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ElReyDecaro: Mis papas se dedican a la venta de comida.Hoy en día a consecuencia del #coronavirus sus ventas se han visto afectadas has…","es","0","34","vrmilo","coronavirus","ElReyDecaro"
"1245796101241872384","Thu Apr 02 19:31:50 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RYari060: #2Abr  ⏩  #SigamosEnDisciplina El Ejecutivo Nacional continúa evaluando las medidas de contención para la ruptura de las cade…","es","3","1","2Lujano","2Abr, SigamosEnDisciplina","RYari060"
"1245796092874235905","Thu Apr 02 19:31:48 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Kosmitta: En la provincia de Biobío, se descubrió a 2 personas que no cumplían con la cuarentena que se les indicó tras dar positivo po…","es","0","106","mari_linc","","Kosmitta"
"1245796084607266816","Thu Apr 02 19:31:46 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BAERVenezuela: #EnAlerta | #2Abr ¡Un paso adelante del Covid-19! En el @Aeropuertobna de Barcelona se desarrolló desinfección en distin…","es","0","1","RosannaMonaco","EnAlerta, 2Abr","BAERVenezuela, Aeropuertobna"
"1245796076193558529","Thu Apr 02 19:31:44 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GNB_SucreGDP: #2Abr Trabajamos en cuatro etapas para enfrentar el Covid-19: la contención, la ruptura de las cadenas de transmisión del…","es","0","2","GNB_LaGuaira452","2Abr","GNB_SucreGDP"
"1245796067548987394","Thu Apr 02 19:31:42 +0000 2020","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @juralde: Hoy, desde Unidas Podemos, hemos presentado denuncia ante la Fiscalía General, por  la creación y difusión de uno de los vídeo…","es","0","16","gonzalezmariaa1","","juralde"
"1245796059118546944","Thu Apr 02 19:31:40 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @NAPAdbz94: DIFUSIÓN POR FAVOR, @dentix_es no paga el mes a ninguno de sus empleados,pese haber ido a trabajar en pleno estado de alarma…","es","0","1","Javibestia","","NAPAdbz94, dentix_es"
"1245796050931245057","Thu Apr 02 19:31:38 +0000 2020","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @SaludCampeche: Es momento de #QuédateEnCasaCampeche como medida de control para evitar aumento de contagios por #COVID19 en el estado.…","es","0","0","tsuky_santos","QuédateEnCasaCampeche, COVID19","SaludCampeche"
"1245796042538393600","Thu Apr 02 19:31:36 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @astursalud: Hoy nos llevamos una enorme alegría 🎊 El Hospital Universitario San Agustín de Avilés ha dado el primer alta a una paciente…","es","0","20","torreuria","","astursalud"
"1245796034258878465","Thu Apr 02 19:31:34 +0000 2020","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ghitis: No Doctor, el examen del COVID-19 es por la nariz. https://t.co/KHp1p4h0ZO","es","0","199","RenaldoRicardo","","ghitis"
